Trial,Time,Phase,FF On/Off,MonkeyX,MonkeyY,MonkeyZ,MonkeyRX,MonkeyRY,MonkeyRZ,MonkeyRW,FFX,FFY,FFZ,FFV,MappingContext,Confidence,GazeX,GazeY,GazeZ,GazeDistance,RCenterX,RCenterY,RCenterZ,LCenterX,LCenterY,LCenterZ,RNormalX,RNormalY,RNormalZ,LNormalX,LNormalY,LNormalZ,VKsi,Veta,RotKsi,RotEta,PTBLV,PTBRV,CleanLV,CleanRV,RawX,RawY,ObsLinNoise,ObsAngNoise,Default,04032023,000
0,0.045749664,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.169298172,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.169757843,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.170108795,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.170476913,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.177013397,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.190103531,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.190505981,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.201147079,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.201570511,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.211616516,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.212020874,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.222713470,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.223102570,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.233940125,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.234363556,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.245393753,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.245798111,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.255752563,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.256128311,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.267019272,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.267440796,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.277902603,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.278312683,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.290081024,0,1,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00010,-10.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
